AF-200	CFD-AF-200-228-N.jpg	0	0
AF-201	CFD-AF-201-060-N.jpg	0	0
AF-202	CFD-AF-202-122-N.jpg	0	0
AF-203	CFD-AF-203-077-N.jpg	1	0
AF-204	CFD-AF-204-067-N.jpg	0	0
AF-205	CFD-AF-205-155-N.jpg	1	0
AF-206	CFD-AF-206-079-N.jpg	0	0
AF-207	CFD-AF-207-023-N.jpg	0	0
AF-208	CFD-AF-208-003-N.jpg	0	0
AF-209	CFD-AF-209-006-N.jpg	1	0
AF-210	CFD-AF-210-050-N.jpg	0	0
AF-211	CFD-AF-211-066-N.jpg	0	0
AF-212	CFD-AF-212-097-N.jpg	0	0
AF-213	CFD-AF-213-126-N.jpg	0	0
AF-214	CFD-AF-214-139-N.jpg	0	0
AF-215	CFD-AF-215-70-N.jpg	0	0
AF-216	CFD-AF-216-106-N.jpg	0	0
AF-217	CFD-AF-217-155-N.jpg	0	0
AF-218	CFD-AF-218-157-N.jpg	0	0
AF-219	CFD-AF-219-106-N.jpg	0	0
AF-221	CFD-AF-221-147-N.jpg	1	0
AF-222	CFD-AF-222-134-N.jpg	0	0
AF-223	CFD-AF-223-183-N.jpg	0	0
AF-224	CFD-AF-224-026-N.jpg	0	0
AF-225	CFD-AF-225-141-N.jpg	0	0
AF-226	CFD-AF-226-251-N.jpg	0	0
AF-227	CFD-AF-227-207-N.jpg	0	0
AF-228	CFD-AF-228-173-N.jpg	0	0
AF-229	CFD-AF-229-160-N.jpg	0	0
AF-230	CFD-AF-230-193-N.jpg	0	0
AF-231	CFD-AF-231-357-N.jpg	0	0
AF-232	CFD-AF-232-078-N.jpg	0	0
AF-233	CFD-AF-233-190-N.jpg	0	0
AF-234	CFD-AF-234-208-N.jpg	0	0
AF-235	CFD-AF-235-170-N.jpg	0	0
AF-236	CFD-AF-236-145-N.jpg	0	0
AF-237	CFD-AF-237-223-N.jpg	0	0
AF-238	CFD-AF-238-185-N.jpg	0	0
AF-239	CFD-AF-239-171-N.jpg	0	0
AF-240	CFD-AF-240-206-N.jpg	0	0
AF-242	CFD-AF-242-158-N.jpg	0	0
AF-243	CFD-AF-243-170-N.jpg	0	0
AF-244	CFD-AF-244-168-N.jpg	0	0
AF-245	CFD-AF-245-143-N.jpg	0	0
AF-246	CFD-AF-246-242-N.jpg	0	0
AF-247	CFD-AF-247-278-N.jpg	0	0
AF-248	CFD-AF-248-148-N.jpg	0	0
AF-249	CFD-AF-249-092-N.jpg	0	0
AF-250	CFD-AF-250-200-N.jpg	0	0
AF-251	CFD-AF-251-093-N.jpg	0	0
AF-252	CFD-AF-252-135-N.jpg	0	0
AF-253	CFD-AF-253-130-N.jpg	0	0
AF-254	CFD-AF-254-167-N.jpg	0	0
AF-255	CFD-AF-255-209-N.jpg	0	0
AF-256	CFD-AF-256-160-N.jpg	0	0
AM-201	CFD-AM-201-076-N.jpg	1	1
AM-202	CFD-AM-202-079-N.jpg	1	1
AM-203	CFD-AM-203-086-N.jpg	1	1
AM-204	CFD-AM-204-122-N.jpg	1	1
AM-205	CFD-AM-205-153-N.jpg	1	1
AM-207	CFD-AM-207-108-N.jpg	1	1
AM-208	CFD-AM-208-143-N.jpg	1	1
AM-209	CFD-AM-209-048-N.jpg	1	1
AM-210	CFD-AM-210-035-N.jpg	1	1
AM-211	CFD-AM-211-052-N.jpg	1	1
AM-212	CFD-AM-212-050-N.jpg	1	1
AM-213	CFD-AM-213-056-N.jpg	1	1
AM-214	CFD-AM-214-168-N.jpg	1	1
AM-215	CFD-AM-215-120-N.jpg	1	1
AM-216	CFD-AM-216-114-N.jpg	1	1
AM-217	CFD-AM-217-085-N.jpg	1	1
AM-218	CFD-AM-218-085-N.jpg	1	1
AM-219	CFD-AM-219-101-N.jpg	1	1
AM-220	CFD-AM-220-134-N.jpg	1	1
AM-221	CFD-AM-221-184-N.jpg	1	1
AM-223	CFD-AM-223-138-N.jpg	1	1
AM-224	CFD-AM-224-126-N.jpg	1	1
AM-225	CFD-AM-225-102-N.jpg	1	1
AM-226	CFD-AM-226-234-N.jpg	1	1
AM-227	CFD-AM-227-184-N.jpg	1	1
AM-229	CFD-AM-229-224-N.jpg	1	1
AM-230	CFD-AM-230-150-N.jpg	1	1
AM-231	CFD-AM-231-136-N.jpg	1	1
AM-232	CFD-AM-232-251-N.jpg	1	1
AM-233	CFD-AM-233-236-N.jpg	1	1
AM-234	CFD-AM-234-355-N.jpg	1	1
AM-235	CFD-AM-235-241-N.jpg	1	1
AM-236	CFD-AM-236-090-N.jpg	1	1
AM-237	CFD-AM-237-154-N.jpg	1	1
AM-238	CFD-AM-238-269-N.jpg	1	1
AM-239	CFD-AM-239-147-N.jpg	1	1
AM-240	CFD-AM-240-191-N.jpg	1	1
AM-241	CFD-AM-241-287-N.jpg	1	1
AM-242	CFD-AM-242-176-N.jpg	1	1
AM-243	CFD-AM-243-212-N.jpg	1	1
AM-244	CFD-AM-244-222-N.jpg	1	1
AM-245	CFD-AM-245-111-N.jpg	1	1
AM-246	CFD-AM-246-184-N.jpg	1	1
AM-247	CFD-AM-247-165-N.jpg	1	1
AM-248	CFD-AM-248-104-N.jpg	1	1
AF-220	CFD-AF-220-107-N.jpg	0	0
AF-241	CFD-AF-241-141-N.jpg	1	0
AM-206	CFD-AM-206-086-N.jpg	1	1
AM-228	CFD-AM-228-214-N.jpg	1	1
AM-249	CFD-AM-249-163-N.jpg	1	1
BF-017	CFD-BF-017-003-N.jpg	1	0
BF-017	CFD-BF-017-004-HO.jpg	1	0
BF-017	CFD-BF-017-007-HC.jpg	1	0
BF-017	CFD-BF-017-011-A.jpg	1	0
BF-017	CFD-BF-017-016-F.jpg	0	0
BF-040	CFD-BF-040-003-N.jpg	1	0
BF-040	CFD-BF-040-010-HC.jpg	1	0
BF-040	CFD-BF-040-043-HO.jpg	1	0
BF-040	CFD-BF-040-051-A.jpg	1	0
BF-040	CFD-BF-040-081-F.jpg	1	0
BF-210	CFD-BF-210-130-N.jpg	1	0
BF-231	CFD-BF-231-202-N.jpg	1	0
BF-252	CFD-BF-252-191-N.jpg	1	0
BM-022	CFD-BM-022-004-HC.jpg	1	1
BM-022	CFD-BM-022-014-F.jpg	1	1
BM-022	CFD-BM-022-022-N.jpg	1	1
BM-022	CFD-BM-022-027-HO.jpg	1	1
BM-022	CFD-BM-022-030-A.jpg	1	1
BM-045	CFD-BM-045-004-N.jpg	1	1
BM-045	CFD-BM-045-045-F.jpg	1	1
BM-045	CFD-BM-045-055-HO.jpg	1	1
BM-045	CFD-BM-045-057-HC.jpg	1	1
BM-045	CFD-BM-045-061-A.jpg	1	1
BM-219	CFD-BM-219-141-N.jpg	1	1
BM-241	CFD-BM-241-235-N.jpg	1	1
LF-208	CFD-LF-208-127-N.jpg	0	0
LF-229	CFD-LF-229-164-N.jpg	0	0
LF-250	CFD-LF-250-169-N.jpg	0	0
LM-216	CFD-LM-216-082-N.jpg	1	1
LM-237	CFD-LM-237-264-N.jpg	1	1
WF-007	CFD-WF-007-001-N.jpg	0	0
WF-007	CFD-WF-007-003-HO.jpg	0	0
WF-007	CFD-WF-007-005-HC.jpg	0	0
WF-007	CFD-WF-007-026-F.jpg	0	0
WF-007	CFD-WF-007-029-A.jpg	0	0
WF-028	CFD-WF-028-019-F.jpg	1	0
WF-028	CFD-WF-028-023-N.jpg	1	0
WF-028	CFD-WF-028-024-HO.jpg	0	0
WF-028	CFD-WF-028-025-HC.jpg	0	0
WF-028	CFD-WF-028-026-A.jpg	0	0
WF-210	CFD-WF-210-086-N.jpg	1	0
WF-231	CFD-WF-231-099-N.jpg	0	0
WF-252	CFD-WF-252-159-N.jpg	0	0
WM-024	CFD-WM-024-003-HO.jpg	1	1
WM-024	CFD-WM-024-007-HC.jpg	1	1
WM-024	CFD-WM-024-010-A.jpg	1	1
WM-024	CFD-WM-024-015-N.jpg	1	1
WM-024	CFD-WM-024-019-F.jpg	1	1
WM-205	CFD-WM-205-007-N.jpg	1	1
WM-227	CFD-WM-227-099-N.jpg	1	1
AM-250	CFD-AM-250-149-N.jpg	1	1
AM-251	CFD-AM-251-124-N.jpg	1	1
AM-252	CFD-AM-252-114-N.jpg	1	1
AM-253	CFD-AM-253-161-N.jpg	1	1
BF-001	CFD-BF-001-009-F.jpg	1	0
BF-001	CFD-BF-001-018-HO.jpg	1	0
BF-001	CFD-BF-001-021-HC.jpg	1	0
BF-001	CFD-BF-001-025-N.jpg	1	0
BF-001	CFD-BF-001-026-A.jpg	1	0
BF-002	CFD-BF-002-001-N.jpg	0	0
BF-002	CFD-BF-002-004-HO.jpg	0	0
BF-002	CFD-BF-002-006-HC.jpg	0	0
BF-002	CFD-BF-002-018-A.jpg	0	0
BF-002	CFD-BF-002-022-F.jpg	1	0
BF-003	CFD-BF-003-003-N.jpg	0	0
BF-003	CFD-BF-003-004-HO.jpg	0	0
BF-003	CFD-BF-003-007-HC.jpg	0	0
BF-003	CFD-BF-003-016-A.jpg	0	0
BF-003	CFD-BF-003-020-F.jpg	1	0
BF-004	CFD-BF-004-002-F.jpg	1	0
BF-004	CFD-BF-004-008-HC.jpg	1	0
BF-004	CFD-BF-004-009-HO.jpg	1	0
BF-004	CFD-BF-004-014-N.jpg	1	0
BF-004	CFD-BF-004-021-A.jpg	1	0
BF-005	CFD-BF-005-001-N.jpg	0	0
BF-005	CFD-BF-005-005-HO.jpg	0	0
BF-005	CFD-BF-005-010-HC.jpg	0	0
BF-005	CFD-BF-005-020-A.jpg	0	0
BF-005	CFD-BF-005-022-F.jpg	1	0
BF-006	CFD-BF-006-006-HO.jpg	0	0
BF-006	CFD-BF-006-008-HC.jpg	0	0
BF-006	CFD-BF-006-012-A.jpg	0	0
BF-006	CFD-BF-006-017-N.jpg	0	0
BF-006	CFD-BF-006-018-F.jpg	0	0
BF-007	CFD-BF-007-001-N.jpg	1	0
BF-007	CFD-BF-007-004-HO.jpg	1	0
BF-007	CFD-BF-007-006-HC.jpg	0	0
BF-007	CFD-BF-007-013-A.jpg	1	0
BF-007	CFD-BF-007-024-F.jpg	1	0
BF-008	CFD-BF-008-001-N.jpg	0	0
BF-008	CFD-BF-008-003-HO.jpg	1	0
BF-008	CFD-BF-008-007-HC.jpg	0	0
BF-008	CFD-BF-008-012-A.jpg	0	0
BF-008	CFD-BF-008-018-F.jpg	1	0
BF-009	CFD-BF-009-002-N.jpg	1	0
BF-009	CFD-BF-009-006-HO.jpg	0	0
BF-009	CFD-BF-009-008-HC.jpg	0	0
BF-009	CFD-BF-009-019-F.jpg	1	0
BF-009	CFD-BF-009-024-A.jpg	1	0
BF-010	CFD-BF-010-001-N.jpg	1	0
BF-010	CFD-BF-010-003-HO.jpg	1	0
BF-010	CFD-BF-010-005-HC.jpg	1	0
BF-010	CFD-BF-010-015-F.jpg	1	0
BF-010	CFD-BF-010-019-A.jpg	1	0
BF-011	CFD-BF-011-002-N.jpg	1	0
BF-011	CFD-BF-011-004-HO.jpg	1	0
BF-011	CFD-BF-011-005-HC.jpg	1	0
BF-011	CFD-BF-011-011-A.jpg	1	0
BF-011	CFD-BF-011-021-F.jpg	1	0
BF-012	CFD-BF-012-001-N.jpg	1	0
BF-012	CFD-BF-012-015-A.jpg	1	0
BF-012	CFD-BF-012-018-F.jpg	1	0
BF-012	CFD-BF-012-019-HO.jpg	0	0
BF-012	CFD-BF-012-020-HC.jpg	0	0
BF-013	CFD-BF-013-001-N.jpg	0	0
BF-013	CFD-BF-013-003-HO.jpg	0	0
BF-013	CFD-BF-013-005-HC.jpg	0	0
BF-013	CFD-BF-013-017-A.jpg	0	0
BF-013	CFD-BF-013-026-F.jpg	1	0
BF-014	CFD-BF-014-002-N.jpg	1	0
BF-014	CFD-BF-014-004-HO.jpg	1	0
BF-014	CFD-BF-014-005-HC.jpg	0	0
BF-014	CFD-BF-014-013-A.jpg	1	0
BF-014	CFD-BF-014-021-F.jpg	1	0
BF-015	CFD-BF-015-004-N.jpg	0	0
BF-015	CFD-BF-015-006-HO.jpg	0	0
BF-015	CFD-BF-015-007-HC.jpg	1	0
BF-015	CFD-BF-015-022-A.jpg	1	0
BF-015	CFD-BF-015-025-F.jpg	1	0
BF-016	CFD-BF-016-017-N.jpg	0	0
BF-016	CFD-BF-016-018-HO.jpg	0	0
BF-016	CFD-BF-016-019-HC.jpg	0	0
BF-016	CFD-BF-016-020-A.jpg	0	0
BF-016	CFD-BF-016-021-F.jpg	0	0
BF-018	CFD-BF-018-019-A.jpg	1	0
BF-018	CFD-BF-018-039-N.jpg	1	0
BF-018	CFD-BF-018-040-HO.jpg	0	0
BF-018	CFD-BF-018-041-HC.jpg	1	0
BF-018	CFD-BF-018-044-F.jpg	1	0
BF-019	CFD-BF-019-001-N.jpg	1	0
BF-019	CFD-BF-019-004-HC.jpg	0	0
BF-019	CFD-BF-019-022-HO.jpg	1	0
BF-019	CFD-BF-019-023-A.jpg	1	0
BF-019	CFD-BF-019-025-F.jpg	1	0
BF-020	CFD-BF-020-002-N.jpg	1	0
BF-020	CFD-BF-020-004-HO.jpg	1	0
BF-020	CFD-BF-020-016-HC.jpg	1	0
BF-020	CFD-BF-020-017-A.jpg	1	0
BF-020	CFD-BF-020-020-F.jpg	1	0
BF-021	CFD-BF-021-012-F.jpg	1	0
BF-021	CFD-BF-021-013-N.jpg	1	0
BF-021	CFD-BF-021-014-HO.jpg	1	0
BF-021	CFD-BF-021-015-HC.jpg	1	0
BF-021	CFD-BF-021-016-A.jpg	1	0
BF-023	CFD-BF-023-003-HO.jpg	0	0
BF-023	CFD-BF-023-010-N.jpg	1	0
BF-023	CFD-BF-023-012-HC.jpg	1	0
BF-023	CFD-BF-023-013-A.jpg	1	0
BF-023	CFD-BF-023-014-F.jpg	1	0
BF-024	CFD-BF-024-002-N.jpg	0	0
BF-024	CFD-BF-024-003-HC.jpg	0	0
BF-024	CFD-BF-024-005-HO.jpg	0	0
BF-024	CFD-BF-024-024-A.jpg	0	0
BF-024	CFD-BF-024-030-F.jpg	1	0
BF-025	CFD-BF-025-002-N.jpg	0	0
BF-025	CFD-BF-025-005-HO.jpg	1	0
BF-025	CFD-BF-025-011-A.jpg	1	0
BF-025	CFD-BF-025-018-HC.jpg	0	0
BF-025	CFD-BF-025-020-F.jpg	0	0
BF-027	CFD-BF-027-002-N.jpg	0	0
BF-027	CFD-BF-027-006-HO.jpg	1	0
BF-027	CFD-BF-027-008-A.jpg	1	0
BF-027	CFD-BF-027-013-HC.jpg	1	0
BF-027	CFD-BF-027-016-F.jpg	1	0
BF-028	CFD-BF-028-001-N.jpg	1	0
BF-028	CFD-BF-028-006-HO.jpg	1	0
BF-028	CFD-BF-028-020-HC.jpg	1	0
BF-028	CFD-BF-028-021-A.jpg	1	0
BF-028	CFD-BF-028-029-F.jpg	1	0
BF-029	CFD-BF-029-005-HO.jpg	1	0
BF-029	CFD-BF-029-031-N.jpg	1	0
BF-029	CFD-BF-029-038-HC.jpg	1	0
BF-029	CFD-BF-029-046-A.jpg	1	0
BF-029	CFD-BF-029-049-F.jpg	1	0
BF-030	CFD-BF-030-002-N.jpg	1	0
BF-030	CFD-BF-030-007-HO.jpg	1	0
BF-030	CFD-BF-030-009-HC.jpg	1	0
BF-030	CFD-BF-030-023-F.jpg	1	0
BF-031	CFD-BF-031-002-N.jpg	1	0
BF-031	CFD-BF-031-020-A.jpg	1	0
BF-031	CFD-BF-031-048-HC.jpg	0	0
BF-031	CFD-BF-031-051-HO.jpg	1	0
BF-031	CFD-BF-031-062-F.jpg	1	0
BF-032	CFD-BF-032-006-HC.jpg	1	0
BF-032	CFD-BF-032-017-A.jpg	1	0
BF-032	CFD-BF-032-038-N.jpg	1	0
BF-032	CFD-BF-032-043-HO.jpg	1	0
BF-032	CFD-BF-032-058-F.jpg	1	0
BF-033	CFD-BF-033-016-A.jpg	1	0
BF-033	CFD-BF-033-028-N.jpg	1	0
BF-033	CFD-BF-033-031-HO.jpg	1	0
BF-033	CFD-BF-033-033-HC.jpg	1	0
BF-033	CFD-BF-033-054-F.jpg	1	0
BF-034	CFD-BF-034-002-N.jpg	1	0
BF-034	CFD-BF-034-005-HO.jpg	1	0
BF-034	CFD-BF-034-031-HC.jpg	1	0
BF-034	CFD-BF-034-035-A.jpg	1	0
BF-034	CFD-BF-034-044-F.jpg	1	0
BF-035	CFD-BF-035-001-N.jpg	1	0
BF-035	CFD-BF-035-007-HC.jpg	1	0
BF-035	CFD-BF-035-009-A.jpg	1	0
BF-035	CFD-BF-035-023-F.jpg	1	0
BF-035	CFD-BF-035-027-HO.jpg	1	0
BF-036	CFD-BF-036-020-A.jpg	0	0
BF-036	CFD-BF-036-027-N.jpg	0	0
BF-036	CFD-BF-036-030-HO.jpg	0	0
BF-036	CFD-BF-036-032-HC.jpg	0	0
BF-036	CFD-BF-036-046-F.jpg	0	0
BF-037	CFD-BF-037-013-A.jpg	0	0
BF-037	CFD-BF-037-022-N.jpg	0	0
BF-037	CFD-BF-037-026-HO.jpg	1	0
BF-037	CFD-BF-037-030-HC.jpg	0	0
BF-037	CFD-BF-037-043-F.jpg	1	0
BF-038	CFD-BF-038-004-HO.jpg	0	0
BF-038	CFD-BF-038-009-HC.jpg	0	0
BF-038	CFD-BF-038-026-F.jpg	1	0
BF-038	CFD-BF-038-029-A.jpg	1	0
BF-038	CFD-BF-038-037-N.jpg	1	0
BF-039	CFD-BF-039-008-HC.jpg	1	0
BF-039	CFD-BF-039-022-F.jpg	1	0
BF-039	CFD-BF-039-031-N.jpg	1	0
BF-039	CFD-BF-039-033-HO.jpg	1	0
BF-039	CFD-BF-039-039-A.jpg	1	0
BF-041	CFD-BF-041-001-N.jpg	1	0
BF-041	CFD-BF-041-004-HO.jpg	1	0
BF-041	CFD-BF-041-018-F.jpg	1	0
BF-041	CFD-BF-041-038-HC.jpg	1	0
BF-041	CFD-BF-041-047-A.jpg	1	0
BF-042	CFD-BF-042-026-N.jpg	0	0
BF-042	CFD-BF-042-028-HO.jpg	0	0
BF-042	CFD-BF-042-031-HC.jpg	0	0
BF-042	CFD-BF-042-034-A.jpg	0	0
BF-042	CFD-BF-042-036-F.jpg	1	0
BF-043	CFD-BF-043-003-N.jpg	1	0
BF-043	CFD-BF-043-004-HO.jpg	1	0
BF-043	CFD-BF-043-010-HC.jpg	1	0
BF-043	CFD-BF-043-015-F.jpg	1	0
BF-043	CFD-BF-043-038-A.jpg	1	0
BF-044	CFD-BF-044-007-HO.jpg	1	0
BF-044	CFD-BF-044-011-HC.jpg	1	0
BF-044	CFD-BF-044-034-N.jpg	1	0
BF-044	CFD-BF-044-044-A.jpg	1	0
BF-044	CFD-BF-044-049-F.jpg	1	0
BF-045	CFD-BF-045-003-N.jpg	0	0
BF-045	CFD-BF-045-051-F.jpg	1	0
BF-045	CFD-BF-045-062-HO.jpg	0	0
BF-045	CFD-BF-045-064-HC.jpg	0	0
BF-045	CFD-BF-045-068-A.jpg	0	0
BF-047	CFD-BF-047-003-N.jpg	0	0
BF-047	CFD-BF-047-004-HC.jpg	0	0
BF-047	CFD-BF-047-028-HO.jpg	0	0
BF-047	CFD-BF-047-046-A.jpg	0	0
BF-047	CFD-BF-047-055-F.jpg	1	0
BF-048	CFD-BF-048-002-N.jpg	1	0
BF-048	CFD-BF-048-005-HO.jpg	1	0
BF-048	CFD-BF-048-006-HC.jpg	1	0
BF-048	CFD-BF-048-013-F.jpg	1	0
BF-048	CFD-BF-048-038-A.jpg	1	0
BF-049	CFD-BF-049-032-N.jpg	1	0
BF-049	CFD-BF-049-034-HO.jpg	1	0
BF-049	CFD-BF-049-036-HC.jpg	1	0
BF-049	CFD-BF-049-039-A.jpg	1	0
BF-049	CFD-BF-049-042-F.jpg	1	0
BF-050	CFD-BF-050-003-N.jpg	0	0
BF-050	CFD-BF-050-004-HO.jpg	0	0
BF-050	CFD-BF-050-008-HC.jpg	0	0
BF-050	CFD-BF-050-012-A.jpg	1	0
BF-050	CFD-BF-050-036-F.jpg	0	0
BF-051	CFD-BF-051-029-F.jpg	1	0
BF-051	CFD-BF-051-035-N.jpg	1	0
BF-051	CFD-BF-051-037-HO.jpg	1	0
BF-051	CFD-BF-051-038-HC.jpg	1	0
BF-051	CFD-BF-051-043-A.jpg	1	0
BF-200	CFD-BF-200-080-N.jpg	0	0
BF-201	CFD-BF-201-080-N.jpg	0	0
BF-202	CFD-BF-202-109-N.jpg	0	0
BF-203	CFD-BF-203-184-N.jpg	0	0
BF-204	CFD-BF-204-189-N.jpg	0	0
BF-205	CFD-BF-205-141-N.jpg	1	0
BF-206	CFD-BF-206-143-N.jpg	1	0
BF-207	CFD-BF-207-004-N.jpg	0	0
BF-208	CFD-BF-208-266-N.jpg	0	0
BF-209	CFD-BF-209-172-N.jpg	1	0
BF-211	CFD-BF-211-168-N.jpg	0	0
BF-212	CFD-BF-212-315-N.jpg	0	0
BF-213	CFD-BF-213-188-N.jpg	1	0
BF-214	CFD-BF-214-308-N.jpg	0	0
